sentence,label
MixedRaita His special appeal is to defeat BJP Not giving anything like Hopescheme etc Chutiya kya kam,2
RT fahad kaoje Kwaliyo hadeexah hmb AAUmar miss tiy Ummy Bie bint abdallah0 fadimatuu I disagree tunda,1
Itsyourkhaleesi 23ndead verytoxicc Yaar ye kesi demands ker rahay hou itni mushkil sey manaya hai larkay,1
Allah Says The Night Of Al Qadar Is Better Than A Thousand Months May Allah Forgive You And Your Family And Fulfi,2
RubikaLiyaquat Maam apko inke jese logo ko jawab nahi dena chaye kyu ki inhone humesa aurto ko burkhe me rk,0
Happy Birthday to the most adorable and remarkable human being on this Earth Love,2
ashokgehlot51 Sir Rajasthan ki sari recruitment Process band Karke kau berozgaro ko pareshan kar rahe ho me,0
Hemants9781 Swamy39 Yahi sb kro hmare desh ke yuvao ko berojgar krke bjp wale ye postman ka kaam de diye hai sa,0
Jo Modi ji pe ungli utha rahe he unhe bata du ye Pichli sarkar ka paap he Agar abhi convince nahi hue to Ne,1
rishav sharma1 NindaTurtles Bsdk nahi BC Kohli are but tumne hamare,0
LambaAlka Tumhare jaisa besharm ko jab jaanta ne chun tab v hume itna hi dukh hua tha Visashyak to chuna tha delh,1
raving dead Apun ka naam aa giya akhbaar mein,1
narendramodi wish you all the best jiii,2
RT vickto willy I love when a guy always sees me without makeup and thinks I m cute and then when we go on a date it s,2
HamidRaza117 iSaadAwais22 Jaan bojh kar nahi haare WC ka apna pressure hota hai haarne ka matlab ye nahi k ga,2
Navjot Singh sidhhu ji aapki life itni achhi ja rahi thi aapke commentary ki tarif pura desh karta tha kapil,2
Sanyam Sharma ROFL So,1
VarShu OffiCal iam prash04 deep deepika006 dazzling Snehal prakashachary1 Bhau60625419 AkashOfficiall,1
Hrishi V DrWildsilver viswas mr,1
Join us for our first Finally Friday Yoga class Book using the link in our Bio We d love to see you there Sa,1
RT Seems3r Menaka Gandhi to Rahul Rajneeti Bachhon ka khel nahi hai Hum Congress mukt bhart ki taraf badh,2
rabiafaroquee Ali1maj Ali bahi jesy hi jawan ki waja sy army par jan deny ko dil krta ha ka kabi nai dekha eid jo,2
RT Jiminthebiaswr1 Aslamsunia1 kya kahun me tumhare baray me Tu to meri jaan hr vheez mein do haath agy hai I love,2
KapilMishra IND Kitna murkh banavoge janta ko Varso se public ko dharm karam ke naam pr murkh banate rahe ho mish,0
jitendr33056794 PriyaVerma Aur haan bhadwe yeh sun maine vote nahi diya thaa main de hi nahi sakta par sache,0
varshasinghmcx Muslim tustikarad hindu virodbhrashtachar public ko bevkuf samajhkar safed jhuthbharat ki sbhya,1
Bollyhungama iamsrk Fake news coz yrf itni badi galti ni krga ShahRukhKhan ko ab action me psnd nhi krgi audie,1
NitishKumarJDU SushilModi PrashantKishor KrishnaNVerma Aplogo ne to BETETCTET WALO KA MAJAK BANAKAR,0
aditi tyagi Happy birthday aditi tyagi ji Bhagvan se prathna karta hu ke apka khudka channel khul jaye aur pura di,1
FighterOfIndia SimranBhinder8 FinancialXpress indianrailway PiyushGoyal Sarkar ko koi kos nhi rha hai Ye fe,0
Bapa ki 26veen aap sab ko Mubarak ho Humari Mubabbat Bapa se aur barh jaati hai jb hum Mureed e Kamil Nigran e Shoo,1
Nipunvishnoi1 TwilightDew ANI chub ne kutte ki awlaad tere baap ka nahi hai sale yah india tu ja be Nepal ag,0
He Kisi Ko Mohabbat Se Dekhna Sawaab Hai Na She Haan G He Toh phir Mujhe Sawaab Kamaane do Na year ol,2
vicky ratia ColdCigar YRDeshmukh Waise gulami ka asli wajah sangh wale nahi batate honge Woh hai aapsi dushman,0
GhulamHusainPK Lagta he ap old age b,1
Jb tk aise chutiye rhenge bharat aage nhi badh skta saale caste ko apne pichhwade me daal lo,0
Serrial killer Baat Sunoo ThiMoiz I don't know whether it's correct news or wrong but pubg tou mein nai final sai kafi,1
LalluSinghBJP Many thanks for your,2
PramodChturvedi asadowaisi Owaisi sahab mil ke modi ji se issues haal karne ki koshish kare Aap aachr insan lag,2
Akkian Beast Uske perosnal problem h khelna over khelne me difference h Agr whi wc me perform nhi kr pata,1
My picks for this weekend Anthony Smith Volkan Oezdimir Jimi Manuwa Chris Fishgold Damir Hadzovic Sung Bin Jo Serg,1
ANI Aksebdkrak neta congress committee ke meating me sabhi members ko naye posts milege,1
NadeemHaider787 sheikhsafina junaidabid63 Is trah ki chawalon se sirf maryam safdar ki calibri hi khush hoskti h,1
narendramodi Bahot Bahot Badhai for our nation,1
Music is my life Thank you to Chhote Ustad Salman Ali for posting this on his Instagram stories today,1
Amethi me bjp ka ek pilla mara to bjp k neta aur kutti media esko aise dhika rahi thi jaise koi cm pm mer gaya hoL,0
RT SanamTweet heenaOnly allah with you dont worry its ramadan time hamari dua allah qubul karthi hon main,2
Lady Rahne Very nice Ane you killed him with a shotlock Hard to do,2
Kavita Sharma4 tu sharif ladki ho ke aisa copy paste karti hai ye koi bhi female lady ko shobha nahi deta aur,0
Dorsarpty ProfeGiraldo Ricardo Pat n Philips Mario M ndez,1
Marriyum A MaryamNSharif pmln org Ye dadoo charger ko koi ye bataye ke jo banda chaye ke sath biscuit nahi deta,1
sakshijoshii Still far better than MMS govt so if u r so connected with numbers and economy can u share your,1
MajorPoonia Gaddar loag bhi ajib hote hain khate hain ghar ki aur help karte hain padoshi ki ye abdulla mehbuba,0
RT avi maker Oho ma ktna pyara lag rha Nazr nae marna oye ab,0
canthaveshawn Didi zyada chota nahi ho gaya aapka Ted Talk Tho seriously guys LEAVE,2
RT mxyxnk exe AsitKumarrModi HET813 TMKOC NTF Ek hi toh dil hai asit,2
CB618444 justinamash AMEN GREAT JOB ON HIM THANK YOU FOR THAT BEATEN IT WAS GOOD,2
kanhaiyakumar AzmiShabana YouTube views ko vote samjhne wale agar is bar Nahi jita to Kabhi Nahi jitega Bharat,0
brookalaar Hi Brooke stores usually should have substitute lines for the main things if they do sell out I will,0
ChrisEvans iamcolinquinn Hi dear I am indira from India You are sach a nice person you appreciate avery body wo,2
RT TrollDevendra Chahe seat samajh lo ya inke dwara kiye hue ghotale,0
RT BhargaviDave1 Received Times Power Women Award in Category of Bureaucracy on 28th May Dedicate this Award to all,1
PR1CELES5 Phir bhi to DMK jaisi anti hindu party,0
kutty983 Inta goal achieve karle isme hi bharat ki naiya kuchh paar ho jayegi ab godse ka jikr nahi karna sachhai kisi,0
RT AroraKasturi ImSuresh insan imVikram insan ImKasam insan1 Happy birthday ImKasam insan1 Sister,1
vientoaureo hooo my ggod please tell her,1
RubikaLiyaquat Nice congratulations mam,2
wavvyhyunjin junguwv softlychan I like egg,2
Attention to all godi media sal tak gae gobar hindu muslim Talaq etc Pe dabate ker ker desh ka kiya bhala kiy,2
KhamisuArt I can totally understand I can usually be pretty about what I have done with my sona as well You know,1
sardesairajdeep aajtak IndiaToday Kyu congress aur SP ke spokesperson nahi arahe hai to politics,1
Shayad shair Jinke dil acche hote hai Unki kismat kharaab hoti hai Hume kissi se koi shikaayat nahi Shaya,1
sonakshisinha We love you as you are Continue to inspire people and always remember that we will always be here f,2
TigerNeelesh bittusempire Khud sharda chitfund ki ghotale ki pramukh waiti hain duaro ko daket bolti hain Khud c,0
ashutosh83B Muslimo ke chatukar Tu Muslimo ke mude uthata hai Delhi me dhurav tyagi ko maar Diya gya Meerut me s,0
RT BijayBiswaal don t underestimate the power of ballpoint pen or for that matter chai walla on the street time is,1
sardesairajdeep Tun chuteya hein ki pagal sala teinu kha c na mein phla apni aukaat ch rha kr teri aukaat boot,0
TajinderBagga MamataOfficial saal se ram mandir nahi bana sake Or aaj west Bengal ke pishe Pade ho Dollar,0
RT AMADICHIMA Where are all those lawyers that were tutored by Sagay You can actually ask for a refund of your tuition,1
mitalishah121 AcharyaPramodk Mitali ji ye haramkhor to ladna nahi Chaha raha tha isko to Phasa diya gaya ye to,0
Hlo god of cricket ji apko sabse ayada kon se bowler ki pitayi karte huye,2
Can't wait for this HappyAcademic workshop Still time to register for this eent on Friday n gnursing nuigalway,2
Frustrated me dobara mt pchna Yup twistooo rubber like,2
reviewero vivekoberoi Modi ki Jeet jasahn manane Allah khud aye the threatre me unonhne modiji ko badhai bhi P,1
Tailor ki maa ki ankh Abbu or apny suit ka size dy k aya tha kanjr ne mera bhi mery abbu k size ka seeee diyaa a,0
Modi Sir There is no LIGHT since pm in,1
RT narendramodi Thanks Neeraj chopra1 I hope you are recovering well My best wishes,2
Anand7000703807 AnjaliR60814230 TajinderBagga KapilMishra IND arpitajtweets iSinghApurva pujatiwariBJP,1
RubikaLiyaquat Dharam pe bahas ke Alawa is Ghodi ke paas kuch nahi hai GDP pe gahas karegi to salary cut kar di,0
narendramodi India ke sartaj Mr NarendraModi ji ko hum sabhi bhartiyon ki taraf se bahut bahut Badhai All the b,2
skgoswami mssirsa INCIndia sherryontopp Bhaiyya BJP jeet gayee sabhi seats par Ab Kahe ki Khunnas BSES is not,1
rawat77777 Jita to Hitlet v tha bhai Burnol to tume chahiye Kaam to ginate nahi kabhi bjp k Cows ka gobar b,0
manakgupta jab tak bjp ke talwe chatoge tab tak congress kya koi nahin dikhega aapko aur kitna jaleel hoge sab dal,0
Rayees Ahmd Ssaniya25 Ab modi jihadi like u mujhe sikhayege tum log ab bhakt nahi rahe ab tum modi supporter ji,0
sinister arushi VikasThakur42 Sun shine glows Meme Bnane Wala Oyye Kamine YamHainHam urbanXpunjabi,1
RT WarishmaF Thank u For Coming Live But I Missed it Bhai Apne Duaa k kaha me apka lia har namaz me Duaa krti hn Apka nam,1
Shoeb Lover Loool Yaahn toh woke ka sawaal hi nahi Tum matlub romance enjoy na,1
Woke up to this very beautiful feature thank you https t co xRUFjtjlXh and special thanks to Sanjadul Islam Sa,2
DekoYou're in good form I see how you got this far But,0
Kavita Sharma4 EVM me dhandli Ho sakti hBut etne bade level pe nahi Congress ko agar Vote lene h to Andar hi and,0
DynamicSRK To chori ki baat kisne ki BJP ne koi Congress ki tarah ghotale to nahi kiye Kal se hi to congressi EV,1
Canny believe av been this excited for my new car n Now a don t want it this is going to be fun telling,2
NityaTripathi18 But hamari to abhi saadi hi nahi hui to hame to pta hi nahi hai ager mere sath tumari sadi ho jay,0
Bhakton ko Lagta Hain ki Maine unki side li hain Aur usse bhi khatarnak baat ki yeh sab se disagree bhi nahi kar,2
WertesFraeulein Long before rock n roll und you can t Steal my Love von Mando diao don t matter Kings of leon,2
AamAadmiParty ArvindKejriwal Aap sirfsabko yaad dilaiye ek ek flyover se aapne crore crore crore cro,0
myogiadityanath Mla BJP k hain mayor BJP k hain nahi mp bhi BJP k the but koi bhi dhayan nahi deta pls,0
Hum labon se keh na paaye un se haale dil kabhi aur wo smjhe nahi ye khamoshi kya cheez hai,1
ANI hi tareek de do saal baad ki Sab khus rahege jana khus rahega ki case chal raha hae jana khus ho,1
pargyadidi ABSOLUTELY CORRECT HON'BLE TRUE PATRIOT AND HINDUISM DHARMA KI FIGHTER WOMAN SADHVI MADAM NAMO NAMO JAI,2
Ur love No u r my lovez one sided wala Sunkr dukh hua,1
asadowaisi Nahi to dharam ke Adhar per hi Desh ka batwara hua Tha Muslim Ko Pakistan Bangladesh Mila aur hindu Si,0
sardanarohit jaaz saab ko salo saal ke pending case ko soultion me maza nahi aata inko to public,0
RT StevieKingZA Kodwa guys VusiNova gave us Thandiwe Forget national this man is an international treasure that,2
FakharZamanLive bhai aap ais tarah rok rok kay nahi khel saktey Aap jiesey khelte hoo wiesey hee khelo Team aur,2
ZeeNewsHindi Abhi samajh aaye to thik Warna badhao Bhaichaara Jiske pass chaara tak k paise nahi unke sath,1
BC log murder karke bahar ghoom the hain,0
Welcome new india new pm mannia yasaswi friend wa hamare sabse lokpria BHAYI sahab aap ko wa poore deshwasiyon ko J,2
smartsaurabh22 MS2online SudarshanNewsTV Raja prithiwi raj chauhan galti nahi karta toh tum paida hi nahi hote y,0
WhoSunilGrover Mere bhaijan ki movie or India ke sultan,2
ammara views0 Mera favourite hn bhartan dhona ghr mei meri duty hy baqi aik bnda handi pakaata hy aur dosra,2
Anti hindu anti national or inka bas chale to kanahiya ki tarah ye pakistani hafij ko bhi india ka 1st nagrik b,0
PMOIndia modi ji say Mera anurodh hai ki manniye jai bhan singh Ji pawaiya ko rastriye adyakch ka pad diya jay,2
zWffFY9JGklElA1 Min Of Lyching thakurdadu089 manakgupta OfficeOfKNath Ab aate h tmhri baat parkya,0
forgotton son jaynaidu09 BollywoodGandu Teri bander bhi agr gand Mar kr bhag gaya to usko bhi,0
Nehr who ANI Isko chupake rakho BJP,1
sanjaynirupam bilkul sahi he nirupam kyunki congress ke paas kuch nahi bacha ab to ja ke bolege bhi kya Galiya,0
RajTiwa56444261 ibhagwa n Bengal me 40se jyada bjp worker ki hatya ye hui knha ho,2
RT BepannaaahL No words can explain the love and respect for you dear Keep going and have a blast enjoy your day and,2
official sattar MaryamNSharif Ya Allah in logoon se Pakistan ki louti hui Dolat ka,2
RT Advjalila jam kamal Sir app Bary admi hay ignore what others made personal comment on you Please focus on your,2
SAMBIT PATRAg Nafrat bahot ho chuki Abh saal tho araam karo sambit Dont worry years no one can get u off St,1
Na I told u I Ain have no girl y all niggas,1
RT AnieCh22 Drop your name and I'll ask you a question Age Height Fav Song Birthday Bad habit,2
GuruFilmy Certificate pe,1
RkushwahaBjp manojsinhabjp AmitShahOffice bjp4gzp bharat bjp RkushwahaBjp bahut sari shubh kananeaapko seco,2
RT affresham Happy birthday Khush rho Allah pak tmko kamyab krain stay blessed Naini its ur 50's birthday,2
Weekend tho tab tha jab din school me gond ghisne Ke baad milta tha Nothing,2
Itni problem hai to de kyu nhi deta jiya ko talakh He very well know jiya ka behaviour kisa hai ti kisne bola iss,0
TIran se Tel loge MNa sarkar abhi to desh hi nahi pura banta aur sambhal rahabas tv houses walon ki salary,0
ashutosh83B AamAadmiParty yadavakhilesh SanjayAzadSln JhaSanjay ArvindKejriwal BJP4India Pakiatan me kitna h,1
MaryamNSharif Nwaz chor b to chori kr k aaya tha2013 main halqy kiun nai kholy,0
RanveerOfficial XiaomiIndia RedmiIndia Dur se dekha to Ganje uchhal rhe the Xiami pro se dekha to,1
Shahid shono Zeeshanpk01 Exactly Tum jeeto yhh haro hmma tum sa pyar h pakistani team Bss india,2
RT RaviPat96925518 drharshvardhan ji pranam sir ayush homoeopathy doctors ki jagah govt bsc gnm nursing,1
unnis m ShashiTharoor Modi BJP India Pray that Rahul Gandi never leaves his post he does more for BJP than e,0
RubikaLiyaquat INCIndia Rubika Ji aap bhout badiya aur sach bolne wale Ho aap ek mahan anchor Ho aapke sath har,2
RT KangWeli Ewe tante leny memek nya becek seru sape basah kasur nya haa i love you tante leny tar kita ber,2
I WISH VERY HAPPY AND BLESSED RAMADAN OR RAMJAAN MONTH TO THE ALMOST MOST POWERFUL CELEBRITY TABU G OF BOLLYWOOD,2
RT rmnuwu Est tu hijo tuiteando sobre la liga de las leyendas btw buen teleport Wukong lol lucha otra linea,1
After sex She Kisiko Batana mat Me Koi Mujhpar Yakeen karega bhi,1
Rehmanismm Ye parchi ki hi nahosat se sara match khrab hua hai Sala shuro main hi team pe presher dal,0
sudhirchaudhary ZeeNews BJP ki seats aane mai apka bhi yogdan hai,2
HariMirchein it's too much sticky high humidity is unbearable bohat purana,2
RT ZaraHayatKhans ZahidAf4646 Duniya ka masoom Tareen Banda Allah jhoot,1
iska fayda bhi sirf woh log uthayenge jinko dusro ki problem se koi matlab nahi hain thoda public ko swabhimaan se,1
ravishndtv ndtvindia PrannoyRoyNDTV madarchod randi ka sulad suwar teri maa behan beti ko chode tumlg sudhrog,0
RituRathaur PMOIndia Ma'am don't spread fake news,2
Garmi bhoolnay hi nahi day rahi kay wo hai Wo jo irritating uninvited mehman houta hai na Jo kitchen,0
ImRaNMoDeL9 roflfact Aagaya apni jaat pe suar teri bahan ko mera pasand hai teri bv ko tere abba ka teri ma ko te,0
Meh ab iss larki sey interact nhi krunga jab tak yeh mujh sey,0
RahulGandhi Rahul sir Congress party ki vichardhara Bharat ki Janta Ke beach nahi bahut Pa rahi hai logo ke bich v,1
LKanath iishgroup rajeev mp VMBJP surendranbjp janamtelevision asianetnewstv Jai modiji jai rss,2
narendramodi SIR APKO AUR BJP KO MERI TARAF SE JEET KI BAHUT BAHUT SUBHKAMNAYE APP DESH AUR UCHAIYO PAR LE JAYE P,2
SaniaaAshiq mirzaadnan10 Dkh k b bolna nhe ata Dar dar k prh rahe apr Pakistan me gala,1
Aj k match k bad sb keh ry k me b asa e huwa tha dosto phr ye na ho k india bazi ly jay kio k wala cup b,1
RT sen aneeta jitupatwari Sir Apke kaal me bhi hm berojgaar bethe hai well qualified hone k wabjud pareekha pas,0
sonamohapatra SonyTV Aur tu is pr bhi attention lele bc itna effort apne jhaant se career ko improve krne me lg,2
asadowaisi Jada muslimo ke masiha banne ki kosis mat karo nase ki halat me log kuch bhi kar sakte hai tumhe bhi,0
RayeesVP2 Jaahil thinking Every voter voted for bjp is not godse bhakt,0
